game_id,round,is_enemy,my_seals,opp_seals,hand_champions,hand_total_power,slot_index,card_power,card_is_champion,card_has_haste,opp_slot_power,win_outcome
1,1,0,0,0,2,35,1,9,1,0,0,1
1,1,0,0,0,2,35,2,9,1,0,0,1
1,1,0,0,0,2,35,3,9,1,0,0,1
1,1,0,0,0,2,35,4,9,1,0,0,1
1,1,0,0,0,2,35,5,9,1,0,0,1
1,1,0,0,0,2,35,6,9,1,0,0,1
1,1,0,0,0,2,35,0,3,0,0,0,1
1,1,0,0,0,2,35,1,3,0,0,0,1
1,1,0,0,0,2,35,2,3,0,0,0,1
1,1,0,0,0,2,35,3,3,0,0,0,1
1,1,0,0,0,2,35,4,3,0,0,0,1
1,1,0,0,0,2,35,5,3,0,0,0,1
1,1,0,0,0,2,35,6,3,0,0,0,1
2,1,0,0,0,1,30,0,1,0,0,0,-1
2,1,0,0,0,1,30,1,1,0,0,0,-1
2,1,0,0,0,1,30,2,1,0,0,0,-1
2,1,0,0,0,1,30,3,1,0,0,0,-1
2,1,0,0,0,1,30,4,1,0,0,0,-1
2,1,0,0,0,1,30,5,1,0,0,0,-1
2,1,0,0,0,1,30,6,1,0,0,0,-1
2,1,0,0,0,1,30,0,2,0,0,0,-1
2,1,0,0,0,1,30,1,2,0,0,0,-1
2,1,0,0,0,1,30,2,2,0,0,0,-1
2,1,0,0,0,1,30,3,2,0,0,0,-1
2,1,0,0,0,1,30,4,2,0,0,0,-1
2,1,0,0,0,1,30,5,2,0,0,0,-1
2,1,0,0,0,1,30,6,2,0,0,0,-1
2,1,0,0,0,1,30,0,6,0,0,0,-1
2,1,0,0,0,1,30,1,6,0,0,0,-1
2,1,0,0,0,1,30,2,6,0,0,0,-1
2,1,0,0,0,1,30,3,6,0,0,0,-1
2,1,0,0,0,1,30,4,6,0,0,0,-1
2,1,0,0,0,1,30,5,6,0,0,0,-1
2,1,0,0,0,1,30,6,6,0,0,0,-1
2,1,0,0,0,1,30,0,5,0,0,0,-1
2,1,0,0,0,1,30,1,5,0,0,0,-1
2,1,0,0,0,1,30,2,5,0,0,0,-1
2,1,0,0,0,1,30,3,5,0,0,0,-1
2,1,0,0,0,1,30,4,5,0,0,0,-1
2,1,0,0,0,1,30,5,5,0,0,0,-1
2,1,0,0,0,1,30,6,5,0,0,0,-1
2,1,0,0,0,1,30,0,2,0,1,0,-1
2,1,0,0,0,1,30,1,2,0,1,0,-1
2,1,0,0,0,1,30,2,2,0,1,0,-1
2,1,0,0,0,1,30,3,2,0,1,0,-1
2,1,0,0,0,1,30,4,2,0,1,0,-1
2,1,0,0,0,1,30,5,2,0,1,0,-1
2,1,0,0,0,1,30,6,2,0,1,0,-1
2,1,0,0,0,1,30,0,6,0,0,0,-1
2,1,0,0,0,1,30,1,6,0,0,0,-1
2,1,0,0,0,1,30,2,6,0,0,0,-1
2,1,0,0,0,1,30,3,6,0,0,0,-1
2,1,0,0,0,1,30,4,6,0,0,0,-1
2,1,0,0,0,1,30,5,6,0,0,0,-1
2,1,0,0,0,1,30,6,6,0,0,0,-1
2,1,0,0,0,1,30,0,7,1,0,0,-1
2,1,0,0,0,1,30,1,7,1,0,0,-1
2,1,0,0,0,1,30,2,7,1,0,0,-1
2,1,0,0,0,1,30,3,7,1,0,0,-1
2,1,0,0,0,1,30,4,7,1,0,0,-1
2,1,0,0,0,1,30,5,7,1,0,0,-1
2,1,0,0,0,1,30,6,7,1,0,0,-1
2,1,0,0,0,1,30,0,1,0,0,0,-1
2,1,0,0,0,1,30,1,1,0,0,0,-1
2,1,0,0,0,1,30,2,1,0,0,0,-1
2,1,0,0,0,1,30,3,1,0,0,0,-1
2,1,0,0,0,1,30,4,1,0,0,0,-1
2,1,0,0,0,1,30,5,1,0,0,0,-1
2,1,0,0,0,1,30,6,1,0,0,0,-1
3,1,0,0,0,3,46,0,3,0,0,0,1
3,1,0,0,0,3,46,1,3,0,0,0,1
3,1,0,0,0,3,46,2,3,0,0,0,1
3,1,0,0,0,3,46,3,3,0,0,0,1
3,1,0,0,0,3,46,4,3,0,0,0,1
3,1,0,0,0,3,46,5,3,0,0,0,1
3,1,0,0,0,3,46,6,3,0,0,0,1
3,1,0,0,0,3,46,0,4,0,0,0,1
3,1,0,0,0,3,46,1,4,0,0,0,1
3,1,0,0,0,3,46,2,4,0,0,0,1
3,1,0,0,0,3,46,3,4,0,0,0,1
3,1,0,0,0,3,46,4,4,0,0,0,1
3,1,0,0,0,3,46,5,4,0,0,0,1
3,1,0,0,0,3,46,6,4,0,0,0,1
3,1,0,0,0,3,46,0,3,0,0,0,1
3,1,0,0,0,3,46,1,3,0,0,0,1
3,1,0,0,0,3,46,2,3,0,0,0,1
3,1,0,0,0,3,46,3,3,0,0,0,1
3,1,0,0,0,3,46,4,3,0,0,0,1
3,1,0,0,0,3,46,5,3,0,0,0,1
3,1,0,0,0,3,46,6,3,0,0,0,1
3,1,0,0,0,3,46,0,9,1,0,0,1
3,1,0,0,0,3,46,1,9,1,0,0,1
3,1,0,0,0,3,46,2,9,1,0,0,1
3,1,0,0,0,3,46,3,9,1,0,0,1
3,1,0,0,0,3,46,4,9,1,0,0,1
3,1,0,0,0,3,46,5,9,1,0,0,1
3,1,0,0,0,3,46,6,9,1,0,0,1
3,1,0,0,0,3,46,0,9,1,0,0,1
3,1,0,0,0,3,46,1,9,1,0,0,1
3,1,0,0,0,3,46,2,9,1,0,0,1
3,1,0,0,0,3,46,3,9,1,0,0,1
3,1,0,0,0,3,46,4,9,1,0,0,1
3,1,0,0,0,3,46,5,9,1,0,0,1
3,1,0,0,0,3,46,6,9,1,0,0,1
3,1,0,0,0,3,46,0,5,0,1,0,1
3,1,0,0,0,3,46,1,5,0,1,0,1
3,1,0,0,0,3,46,2,5,0,1,0,1
3,1,0,0,0,3,46,3,5,0,1,0,1
3,1,0,0,0,3,46,4,5,0,1,0,1
3,1,0,0,0,3,46,5,5,0,1,0,1
3,1,0,0,0,3,46,6,5,0,1,0,1
3,1,0,0,0,3,46,0,9,1,0,0,1
3,1,0,0,0,3,46,1,9,1,0,0,1
3,1,0,0,0,3,46,2,9,1,0,0,1
3,1,0,0,0,3,46,3,9,1,0,0,1
3,1,0,0,0,3,46,4,9,1,0,0,1
3,1,0,0,0,3,46,5,9,1,0,0,1
3,1,0,0,0,3,46,6,9,1,0,0,1
3,1,0,0,0,3,46,0,4,0,0,0,1
3,1,0,0,0,3,46,1,4,0,0,0,1
3,1,0,0,0,3,46,2,4,0,0,0,1
3,1,0,0,0,3,46,3,4,0,0,0,1
3,1,0,0,0,3,46,4,4,0,0,0,1
3,1,0,0,0,3,46,5,4,0,0,0,1
3,1,0,0,0,3,46,6,4,0,0,0,1
4,1,0,0,0,1,36,0,4,0,0,0,1
4,1,0,0,0,1,36,1,4,0,0,0,1
4,1,0,0,0,1,36,2,4,0,0,0,1
4,1,0,0,0,1,36,3,4,0,0,0,1
4,1,0,0,0,1,36,4,4,0,0,0,1
4,1,0,0,0,1,36,5,4,0,0,0,1
4,1,0,0,0,1,36,6,4,0,0,0,1
4,1,0,0,0,1,36,0,2,0,1,0,1
4,1,0,0,0,1,36,1,2,0,1,0,1
4,1,0,0,0,1,36,2,2,0,1,0,1
4,1,0,0,0,1,36,3,2,0,1,0,1
4,1,0,0,0,1,36,4,2,0,1,0,1
4,1,0,0,0,1,36,5,2,0,1,0,1
4,1,0,0,0,1,36,6,2,0,1,0,1
4,1,0,0,0,1,36,0,9,1,0,0,1
4,1,0,0,0,1,36,1,9,1,0,0,1
4,1,0,0,0,1,36,2,9,1,0,0,1
4,1,0,0,0,1,36,3,9,1,0,0,1
4,1,0,0,0,1,36,4,9,1,0,0,1
4,1,0,0,0,1,36,5,9,1,0,0,1
4,1,0,0,0,1,36,6,9,1,0,0,1
4,1,0,0,0,1,36,0,6,0,0,0,1
4,1,0,0,0,1,36,1,6,0,0,0,1
4,1,0,0,0,1,36,2,6,0,0,0,1
4,1,0,0,0,1,36,3,6,0,0,0,1
4,1,0,0,0,1,36,4,6,0,0,0,1
4,1,0,0,0,1,36,5,6,0,0,0,1
4,1,0,0,0,1,36,6,6,0,0,0,1
4,1,0,0,0,1,36,0,4,0,0,0,1
4,1,0,0,0,1,36,1,4,0,0,0,1
4,1,0,0,0,1,36,2,4,0,0,0,1
4,1,0,0,0,1,36,3,4,0,0,0,1
4,1,0,0,0,1,36,4,4,0,0,0,1
4,1,0,0,0,1,36,5,4,0,0,0,1
4,1,0,0,0,1,36,6,4,0,0,0,1
4,1,0,0,0,1,36,0,6,0,0,0,1
4,1,0,0,0,1,36,1,6,0,0,0,1
4,1,0,0,0,1,36,2,6,0,0,0,1
4,1,0,0,0,1,36,3,6,0,0,0,1
4,1,0,0,0,1,36,4,6,0,0,0,1
4,1,0,0,0,1,36,5,6,0,0,0,1
4,1,0,0,0,1,36,6,6,0,0,0,1
4,1,0,0,0,1,36,0,4,0,0,0,1
4,1,0,0,0,1,36,1,4,0,0,0,1
4,1,0,0,0,1,36,2,4,0,0,0,1
4,1,0,0,0,1,36,3,4,0,0,0,1
4,1,0,0,0,1,36,4,4,0,0,0,1
4,1,0,0,0,1,36,5,4,0,0,0,1
4,1,0,0,0,1,36,6,4,0,0,0,1
4,1,0,0,0,1,36,0,1,0,0,0,1
4,1,0,0,0,1,36,1,1,0,0,0,1
4,1,0,0,0,1,36,2,1,0,0,0,1
4,1,0,0,0,1,36,3,1,0,0,0,1
4,1,0,0,0,1,36,4,1,0,0,0,1
4,1,0,0,0,1,36,5,1,0,0,0,1
4,1,0,0,0,1,36,6,1,0,0,0,1
5,1,0,0,0,3,49,0,1,0,0,0,1
5,1,0,0,0,3,49,1,1,0,0,0,1
5,1,0,0,0,3,49,2,1,0,0,0,1
5,1,0,0,0,3,49,3,1,0,0,0,1
5,1,0,0,0,3,49,4,1,0,0,0,1
5,1,0,0,0,3,49,5,1,0,0,0,1
5,1,0,0,0,3,49,6,1,0,0,0,1
5,1,0,0,0,3,49,0,6,0,0,0,1
5,1,0,0,0,3,49,1,6,0,0,0,1
5,1,0,0,0,3,49,2,6,0,0,0,1
5,1,0,0,0,3,49,3,6,0,0,0,1
5,1,0,0,0,3,49,4,6,0,0,0,1
5,1,0,0,0,3,49,5,6,0,0,0,1
5,1,0,0,0,3,49,6,6,0,0,0,1
5,1,0,0,0,3,49,0,4,0,0,0,1
5,1,0,0,0,3,49,1,4,0,0,0,1
5,1,0,0,0,3,49,2,4,0,0,0,1
5,1,0,0,0,3,49,3,4,0,0,0,1
5,1,0,0,0,3,49,4,4,0,0,0,1
5,1,0,0,0,3,49,5,4,0,0,0,1
5,1,0,0,0,3,49,6,4,0,0,0,1
5,1,0,0,0,3,49,0,4,0,0,0,1
5,1,0,0,0,3,49,1,4,0,0,0,1
5,1,0,0,0,3,49,2,4,0,0,0,1
5,1,0,0,0,3,49,3,4,0,0,0,1
5,1,0,0,0,3,49,4,4,0,0,0,1
5,1,0,0,0,3,49,5,4,0,0,0,1
5,1,0,0,0,3,49,6,4,0,0,0,1
5,1,0,0,0,3,49,0,5,0,0,0,1
5,1,0,0,0,3,49,1,5,0,0,0,1
5,1,0,0,0,3,49,2,5,0,0,0,1
5,1,0,0,0,3,49,3,5,0,0,0,1
5,1,0,0,0,3,49,4,5,0,0,0,1
5,1,0,0,0,3,49,5,5,0,0,0,1
5,1,0,0,0,3,49,6,5,0,0,0,1
5,1,0,0,0,3,49,0,7,1,0,0,1
5,1,0,0,0,3,49,1,7,1,0,0,1
5,1,0,0,0,3,49,2,7,1,0,0,1
5,1,0,0,0,3,49,3,7,1,0,0,1
5,1,0,0,0,3,49,4,7,1,0,0,1
5,1,0,0,0,3,49,5,7,1,0,0,1
5,1,0,0,0,3,49,6,7,1,0,0,1
5,1,0,0,0,3,49,0,7,1,0,0,1
5,1,0,0,0,3,49,1,7,1,0,0,1
5,1,0,0,0,3,49,2,7,1,0,0,1
5,1,0,0,0,3,49,3,7,1,0,0,1
5,1,0,0,0,3,49,4,7,1,0,0,1
5,1,0,0,0,3,49,5,7,1,0,0,1
5,1,0,0,0,3,49,6,7,1,0,0,1
5,1,0,0,0,3,49,0,15,1,0,0,1
5,1,0,0,0,3,49,1,15,1,0,0,1
5,1,0,0,0,3,49,2,15,1,0,0,1
5,1,0,0,0,3,49,3,15,1,0,0,1
5,1,0,0,0,3,49,4,15,1,0,0,1
5,1,0,0,0,3,49,5,15,1,0,0,1
5,1,0,0,0,3,49,6,15,1,0,0,1
6,1,0,0,0,3,51,0,2,0,0,0,1
6,1,0,0,0,3,51,1,2,0,0,0,1
6,1,0,0,0,3,51,2,2,0,0,0,1
6,1,0,0,0,3,51,3,2,0,0,0,1
6,1,0,0,0,3,51,4,2,0,0,0,1
6,1,0,0,0,3,51,5,2,0,0,0,1
6,1,0,0,0,3,51,6,2,0,0,0,1
6,1,0,0,0,3,51,0,6,0,0,0,1
6,1,0,0,0,3,51,1,6,0,0,0,1
6,1,0,0,0,3,51,2,6,0,0,0,1
6,1,0,0,0,3,51,3,6,0,0,0,1
6,1,0,0,0,3,51,4,6,0,0,0,1
6,1,0,0,0,3,51,5,6,0,0,0,1
6,1,0,0,0,3,51,6,6,0,0,0,1
6,1,0,0,0,3,51,0,15,1,0,0,1
6,1,0,0,0,3,51,1,15,1,0,0,1
6,1,0,0,0,3,51,2,15,1,0,0,1
6,1,0,0,0,3,51,3,15,1,0,0,1
6,1,0,0,0,3,51,4,15,1,0,0,1
6,1,0,0,0,3,51,5,15,1,0,0,1
6,1,0,0,0,3,51,6,15,1,0,0,1
6,1,0,0,0,3,51,0,4,0,0,0,1
6,1,0,0,0,3,51,1,4,0,0,0,1
6,1,0,0,0,3,51,2,4,0,0,0,1
6,1,0,0,0,3,51,3,4,0,0,0,1
6,1,0,0,0,3,51,4,4,0,0,0,1
6,1,0,0,0,3,51,5,4,0,0,0,1
6,1,0,0,0,3,51,6,4,0,0,0,1
6,1,0,0,0,3,51,0,10,1,0,0,1
6,1,0,0,0,3,51,1,10,1,0,0,1
6,1,0,0,0,3,51,2,10,1,0,0,1
6,1,0,0,0,3,51,3,10,1,0,0,1
6,1,0,0,0,3,51,4,10,1,0,0,1
6,1,0,0,0,3,51,5,10,1,0,0,1
6,1,0,0,0,3,51,6,10,1,0,0,1
6,1,0,0,0,3,51,0,3,0,0,0,1
6,1,0,0,0,3,51,1,3,0,0,0,1
6,1,0,0,0,3,51,2,3,0,0,0,1
6,1,0,0,0,3,51,3,3,0,0,0,1
6,1,0,0,0,3,51,4,3,0,0,0,1
6,1,0,0,0,3,51,5,3,0,0,0,1
6,1,0,0,0,3,51,6,3,0,0,0,1
6,1,0,0,0,3,51,0,7,1,0,0,1
6,1,0,0,0,3,51,1,7,1,0,0,1
6,1,0,0,0,3,51,2,7,1,0,0,1
6,1,0,0,0,3,51,3,7,1,0,0,1
6,1,0,0,0,3,51,4,7,1,0,0,1
6,1,0,0,0,3,51,5,7,1,0,0,1
6,1,0,0,0,3,51,6,7,1,0,0,1
6,1,0,0,0,3,51,0,4,0,0,0,1
6,1,0,0,0,3,51,1,4,0,0,0,1
6,1,0,0,0,3,51,2,4,0,0,0,1
6,1,0,0,0,3,51,3,4,0,0,0,1
6,1,0,0,0,3,51,4,4,0,0,0,1
6,1,0,0,0,3,51,5,4,0,0,0,1
6,1,0,0,0,3,51,6,4,0,0,0,1
7,1,0,0,0,3,35,0,1,0,0,0,1
7,1,0,0,0,3,35,1,1,0,0,0,1
7,1,0,0,0,3,35,2,1,0,0,0,1
7,1,0,0,0,3,35,3,1,0,0,0,1
7,1,0,0,0,3,35,4,1,0,0,0,1
7,1,0,0,0,3,35,5,1,0,0,0,1
7,1,0,0,0,3,35,6,1,0,0,0,1
7,1,0,0,0,3,35,0,7,1,0,0,1
7,1,0,0,0,3,35,1,7,1,0,0,1
7,1,0,0,0,3,35,2,7,1,0,0,1
7,1,0,0,0,3,35,3,7,1,0,0,1
7,1,0,0,0,3,35,4,7,1,0,0,1
7,1,0,0,0,3,35,5,7,1,0,0,1
7,1,0,0,0,3,35,6,7,1,0,0,1
7,1,0,0,0,3,35,0,4,0,0,0,1
7,1,0,0,0,3,35,1,4,0,0,0,1
7,1,0,0,0,3,35,2,4,0,0,0,1
7,1,0,0,0,3,35,3,4,0,0,0,1
7,1,0,0,0,3,35,4,4,0,0,0,1
7,1,0,0,0,3,35,5,4,0,0,0,1
7,1,0,0,0,3,35,6,4,0,0,0,1
7,1,0,0,0,3,35,0,9,1,0,0,1
7,1,0,0,0,3,35,1,9,1,0,0,1
7,1,0,0,0,3,35,2,9,1,0,0,1
7,1,0,0,0,3,35,3,9,1,0,0,1
7,1,0,0,0,3,35,4,9,1,0,0,1
7,1,0,0,0,3,35,5,9,1,0,0,1
7,1,0,0,0,3,35,6,9,1,0,0,1
7,1,0,0,0,3,35,0,4,0,0,0,1
7,1,0,0,0,3,35,1,4,0,0,0,1
7,1,0,0,0,3,35,2,4,0,0,0,1
7,1,0,0,0,3,35,3,4,0,0,0,1
7,1,0,0,0,3,35,4,4,0,0,0,1
7,1,0,0,0,3,35,5,4,0,0,0,1
7,1,0,0,0,3,35,6,4,0,0,0,1
7,1,0,0,0,3,35,0,1,0,0,0,1
7,1,0,0,0,3,35,1,1,0,0,0,1
7,1,0,0,0,3,35,2,1,0,0,0,1
7,1,0,0,0,3,35,3,1,0,0,0,1
7,1,0,0,0,3,35,4,1,0,0,0,1
7,1,0,0,0,3,35,5,1,0,0,0,1
7,1,0,0,0,3,35,6,1,0,0,0,1
7,1,0,0,0,3,35,0,2,0,0,0,1
7,1,0,0,0,3,35,1,2,0,0,0,1
7,1,0,0,0,3,35,2,2,0,0,0,1
7,1,0,0,0,3,35,3,2,0,0,0,1
7,1,0,0,0,3,35,4,2,0,0,0,1
7,1,0,0,0,3,35,5,2,0,0,0,1
7,1,0,0,0,3,35,6,2,0,0,0,1
7,1,0,0,0,3,35,0,7,1,0,0,1
7,1,0,0,0,3,35,1,7,1,0,0,1
7,1,0,0,0,3,35,2,7,1,0,0,1
7,1,0,0,0,3,35,3,7,1,0,0,1
7,1,0,0,0,3,35,4,7,1,0,0,1
7,1,0,0,0,3,35,5,7,1,0,0,1
7,1,0,0,0,3,35,6,7,1,0,0,1
8,1,0,0,0,1,34,0,5,0,1,0,1
8,1,0,0,0,1,34,1,5,0,1,0,1
8,1,0,0,0,1,34,2,5,0,1,0,1
8,1,0,0,0,1,34,3,5,0,1,0,1
8,1,0,0,0,1,34,4,5,0,1,0,1
8,1,0,0,0,1,34,5,5,0,1,0,1
8,1,0,0,0,1,34,6,5,0,1,0,1
8,1,0,0,0,1,34,0,1,0,0,0,1
8,1,0,0,0,1,34,1,1,0,0,0,1
8,1,0,0,0,1,34,2,1,0,0,0,1
8,1,0,0,0,1,34,3,1,0,0,0,1
8,1,0,0,0,1,34,4,1,0,0,0,1
8,1,0,0,0,1,34,5,1,0,0,0,1
8,1,0,0,0,1,34,6,1,0,0,0,1
8,1,0,0,0,1,34,0,4,0,0,0,1
8,1,0,0,0,1,34,1,4,0,0,0,1
8,1,0,0,0,1,34,2,4,0,0,0,1
8,1,0,0,0,1,34,3,4,0,0,0,1
8,1,0,0,0,1,34,4,4,0,0,0,1
8,1,0,0,0,1,34,5,4,0,0,0,1
8,1,0,0,0,1,34,6,4,0,0,0,1
8,1,0,0,0,1,34,0,7,1,0,0,1
8,1,0,0,0,1,34,1,7,1,0,0,1
8,1,0,0,0,1,34,2,7,1,0,0,1
8,1,0,0,0,1,34,3,7,1,0,0,1
8,1,0,0,0,1,34,4,7,1,0,0,1
8,1,0,0,0,1,34,5,7,1,0,0,1
8,1,0,0,0,1,34,6,7,1,0,0,1
8,1,0,0,0,1,34,0,3,0,0,0,1
8,1,0,0,0,1,34,1,3,0,0,0,1
8,1,0,0,0,1,34,2,3,0,0,0,1
8,1,0,0,0,1,34,3,3,0,0,0,1
8,1,0,0,0,1,34,4,3,0,0,0,1
8,1,0,0,0,1,34,5,3,0,0,0,1
8,1,0,0,0,1,34,6,3,0,0,0,1
8,1,0,0,0,1,34,0,2,0,0,0,1
8,1,0,0,0,1,34,1,2,0,0,0,1
8,1,0,0,0,1,34,2,2,0,0,0,1
8,1,0,0,0,1,34,3,2,0,0,0,1
8,1,0,0,0,1,34,4,2,0,0,0,1
8,1,0,0,0,1,34,5,2,0,0,0,1
8,1,0,0,0,1,34,6,2,0,0,0,1
8,1,0,0,0,1,34,0,6,0,0,0,1
8,1,0,0,0,1,34,1,6,0,0,0,1
8,1,0,0,0,1,34,2,6,0,0,0,1
8,1,0,0,0,1,34,3,6,0,0,0,1
8,1,0,0,0,1,34,4,6,0,0,0,1
8,1,0,0,0,1,34,5,6,0,0,0,1
8,1,0,0,0,1,34,6,6,0,0,0,1
8,1,0,0,0,1,34,0,6,0,0,0,1
8,1,0,0,0,1,34,1,6,0,0,0,1
8,1,0,0,0,1,34,2,6,0,0,0,1
8,1,0,0,0,1,34,3,6,0,0,0,1
8,1,0,0,0,1,34,4,6,0,0,0,1
8,1,0,0,0,1,34,5,6,0,0,0,1
8,1,0,0,0,1,34,6,6,0,0,0,1
9,1,0,0,0,2,42,0,6,0,0,0,-1
9,1,0,0,0,2,42,1,6,0,0,0,-1
9,1,0,0,0,2,42,2,6,0,0,0,-1
9,1,0,0,0,2,42,3,6,0,0,0,-1
9,1,0,0,0,2,42,4,6,0,0,0,-1
9,1,0,0,0,2,42,5,6,0,0,0,-1
9,1,0,0,0,2,42,6,6,0,0,0,-1
9,1,0,0,0,2,42,0,5,0,1,0,-1
9,1,0,0,0,2,42,1,5,0,1,0,-1
9,1,0,0,0,2,42,2,5,0,1,0,-1
9,1,0,0,0,2,42,3,5,0,1,0,-1
9,1,0,0,0,2,42,4,5,0,1,0,-1
9,1,0,0,0,2,42,5,5,0,1,0,-1
9,1,0,0,0,2,42,6,5,0,1,0,-1
9,1,0,0,0,2,42,0,5,0,0,0,-1
9,1,0,0,0,2,42,1,5,0,0,0,-1
9,1,0,0,0,2,42,2,5,0,0,0,-1
9,1,0,0,0,2,42,3,5,0,0,0,-1
9,1,0,0,0,2,42,4,5,0,0,0,-1
9,1,0,0,0,2,42,5,5,0,0,0,-1
9,1,0,0,0,2,42,6,5,0,0,0,-1
9,1,0,0,0,2,42,0,2,0,0,0,-1
9,1,0,0,0,2,42,1,2,0,0,0,-1
9,1,0,0,0,2,42,2,2,0,0,0,-1
9,1,0,0,0,2,42,3,2,0,0,0,-1
