game_id,round,is_enemy,my_seals,opp_seals,hand_champions,hand_total_power,slot_index,card_id,card_power,card_is_champion,card_has_haste,card_has_activate,opp_slot_power,reward
1,1,0,0,0,2,33,3,6,9,1,0,1,0,-0.8100
1,1,0,0,0,2,33,4,6,9,1,0,1,0,-0.8100
1,1,0,0,0,2,33,5,6,9,1,0,1,0,-0.8100
1,1,0,0,0,2,33,6,6,9,1,0,1,0,-0.8100
1,1,0,0,0,2,33,0,19,1,0,0,0,0,-0.8100
1,1,0,0,0,2,33,1,19,1,0,0,0,0,-0.8100
1,1,0,0,0,2,33,2,19,1,0,0,0,0,-0.8100
1,1,0,0,0,2,33,3,19,1,0,0,0,0,-0.8100
1,1,0,0,0,2,33,4,19,1,0,0,0,0,-0.8100
1,1,0,0,0,2,33,5,19,1,0,0,0,0,-0.8100
1,1,0,0,0,2,33,6,19,1,0,0,0,0,-0.8100
1,1,0,0,0,2,33,0,20,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,1,20,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,2,20,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,3,20,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,4,20,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,5,20,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,6,20,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,0,16,5,0,0,0,0,-0.8100
1,1,0,0,0,2,33,1,16,5,0,0,0,0,-0.8100
1,1,0,0,0,2,33,2,16,5,0,0,0,0,-0.8100
1,1,0,0,0,2,33,3,16,5,0,0,0,0,-0.8100
1,1,0,0,0,2,33,4,16,5,0,0,0,0,-0.8100
1,1,0,0,0,2,33,5,16,5,0,0,0,0,-0.8100
1,1,0,0,0,2,33,6,16,5,0,0,0,0,-0.8100
1,1,0,0,0,2,33,0,13,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,1,13,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,2,13,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,3,13,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,4,13,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,5,13,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,6,13,3,0,0,1,0,-0.8100
1,1,0,0,0,2,33,0,3,9,1,0,0,0,-0.8100
1,1,0,0,0,2,33,1,3,9,1,0,0,0,-0.8100
1,1,0,0,0,2,33,2,3,9,1,0,0,0,-0.8100
1,1,0,0,0,2,33,3,3,9,1,0,0,0,-0.8100
1,1,0,0,0,2,33,4,3,9,1,0,0,0,-0.8100
1,1,0,0,0,2,33,5,3,9,1,0,0,0,-0.8100
1,1,0,0,0,2,33,6,3,9,1,0,0,0,-0.8100
1,1,0,0,0,2,33,0,14,1,0,1,0,0,-0.8100
1,1,0,0,0,2,33,1,14,1,0,1,0,0,-0.8100
1,1,0,0,0,2,33,2,14,1,0,1,0,0,-0.8100
1,1,0,0,0,2,33,3,14,1,0,1,0,0,-0.8100
1,1,0,0,0,2,33,4,14,1,0,1,0,0,-0.8100
1,1,0,0,0,2,33,5,14,1,0,1,0,0,-0.8100
1,1,0,0,0,2,33,6,14,1,0,1,0,0,-0.8100
2,1,0,0,0,3,33,0,37,4,0,0,0,0,0.8100
2,1,0,0,0,3,33,1,37,4,0,0,0,0,0.8100
2,1,0,0,0,3,33,2,37,4,0,0,0,0,0.8100
2,1,0,0,0,3,33,3,37,4,0,0,0,0,0.8100
2,1,0,0,0,3,33,4,37,4,0,0,0,0,0.8100
2,1,0,0,0,3,33,5,37,4,0,0,0,0,0.8100
2,1,0,0,0,3,33,6,37,4,0,0,0,0,0.8100
2,1,0,0,0,3,33,0,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,1,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,2,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,3,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,4,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,5,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,6,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,0,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,1,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,2,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,3,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,4,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,5,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,6,36,7,1,0,1,0,0.8100
2,1,0,0,0,3,33,0,6,9,1,0,1,0,0.8100
2,1,0,0,0,3,33,1,6,9,1,0,1,0,0.8100
2,1,0,0,0,3,33,2,6,9,1,0,1,0,0.8100
2,1,0,0,0,3,33,3,6,9,1,0,1,0,0.8100
2,1,0,0,0,3,33,4,6,9,1,0,1,0,0.8100
2,1,0,0,0,3,33,5,6,9,1,0,1,0,0.8100
2,1,0,0,0,3,33,6,6,9,1,0,1,0,0.8100
2,1,0,0,0,3,33,0,41,2,0,1,0,0,0.8100
2,1,0,0,0,3,33,1,41,2,0,1,0,0,0.8100
2,1,0,0,0,3,33,2,41,2,0,1,0,0,0.8100
2,1,0,0,0,3,33,3,41,2,0,1,0,0,0.8100
2,1,0,0,0,3,33,4,41,2,0,1,0,0,0.8100
2,1,0,0,0,3,33,5,41,2,0,1,0,0,0.8100
2,1,0,0,0,3,33,6,41,2,0,1,0,0,0.8100
2,1,0,0,0,3,33,0,40,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,1,40,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,2,40,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,3,40,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,4,40,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,5,40,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,6,40,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,0,31,2,0,0,0,0,0.8100
2,1,0,0,0,3,33,1,31,2,0,0,0,0,0.8100
2,1,0,0,0,3,33,2,31,2,0,0,0,0,0.8100
2,1,0,0,0,3,33,3,31,2,0,0,0,0,0.8100
2,1,0,0,0,3,33,4,31,2,0,0,0,0,0.8100
2,1,0,0,0,3,33,5,31,2,0,0,0,0,0.8100
2,1,0,0,0,3,33,6,31,2,0,0,0,0,0.8100
2,1,0,0,0,3,33,0,35,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,1,35,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,2,35,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,3,35,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,4,35,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,5,35,1,0,0,0,0,0.8100
2,1,0,0,0,3,33,6,35,1,0,0,0,0,0.8100
3,1,0,0,0,1,34,0,35,1,0,0,0,0,0.8100
3,1,0,0,0,1,34,1,35,1,0,0,0,0,0.8100
3,1,0,0,0,1,34,2,35,1,0,0,0,0,0.8100
3,1,0,0,0,1,34,3,35,1,0,0,0,0,0.8100
3,1,0,0,0,1,34,4,35,1,0,0,0,0,0.8100
3,1,0,0,0,1,34,5,35,1,0,0,0,0,0.8100
3,1,0,0,0,1,34,6,35,1,0,0,0,0,0.8100
3,1,0,0,0,1,34,0,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,1,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,2,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,3,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,4,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,5,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,6,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,0,42,5,0,1,0,0,0.8100
3,1,0,0,0,1,34,1,42,5,0,1,0,0,0.8100
3,1,0,0,0,1,34,2,42,5,0,1,0,0,0.8100
3,1,0,0,0,1,34,3,42,5,0,1,0,0,0.8100
3,1,0,0,0,1,34,4,42,5,0,1,0,0,0.8100
3,1,0,0,0,1,34,5,42,5,0,1,0,0,0.8100
3,1,0,0,0,1,34,6,42,5,0,1,0,0,0.8100
3,1,0,0,0,1,34,0,33,4,0,0,0,0,0.8100
3,1,0,0,0,1,34,1,33,4,0,0,0,0,0.8100
3,1,0,0,0,1,34,2,33,4,0,0,0,0,0.8100
3,1,0,0,0,1,34,3,33,4,0,0,0,0,0.8100
3,1,0,0,0,1,34,4,33,4,0,0,0,0,0.8100
3,1,0,0,0,1,34,5,33,4,0,0,0,0,0.8100
3,1,0,0,0,1,34,6,33,4,0,0,0,0,0.8100
3,1,0,0,0,1,34,0,32,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,1,32,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,2,32,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,3,32,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,4,32,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,5,32,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,6,32,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,0,28,9,1,0,1,0,0.8100
3,1,0,0,0,1,34,1,28,9,1,0,1,0,0.8100
3,1,0,0,0,1,34,2,28,9,1,0,1,0,0.8100
3,1,0,0,0,1,34,3,28,9,1,0,1,0,0.8100
3,1,0,0,0,1,34,4,28,9,1,0,1,0,0.8100
3,1,0,0,0,1,34,5,28,9,1,0,1,0,0.8100
3,1,0,0,0,1,34,6,28,9,1,0,1,0,0.8100
3,1,0,0,0,1,34,0,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,1,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,2,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,3,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,4,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,5,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,6,39,3,0,0,0,0,0.8100
3,1,0,0,0,1,34,0,38,6,0,0,0,0,0.8100
3,1,0,0,0,1,34,1,38,6,0,0,0,0,0.8100
3,1,0,0,0,1,34,2,38,6,0,0,0,0,0.8100
3,1,0,0,0,1,34,3,38,6,0,0,0,0,0.8100
3,1,0,0,0,1,34,4,38,6,0,0,0,0,0.8100
3,1,0,0,0,1,34,5,38,6,0,0,0,0,0.8100
3,1,0,0,0,1,34,6,38,6,0,0,0,0,0.8100
4,1,0,0,0,1,40,0,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,1,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,2,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,3,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,4,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,5,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,6,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,0,38,6,0,0,0,0,0.8100
4,1,0,0,0,1,40,1,38,6,0,0,0,0,0.8100
4,1,0,0,0,1,40,2,38,6,0,0,0,0,0.8100
4,1,0,0,0,1,40,3,38,6,0,0,0,0,0.8100
4,1,0,0,0,1,40,4,38,6,0,0,0,0,0.8100
4,1,0,0,0,1,40,5,38,6,0,0,0,0,0.8100
4,1,0,0,0,1,40,6,38,6,0,0,0,0,0.8100
4,1,0,0,0,1,40,0,29,5,0,0,1,0,0.8100
4,1,0,0,0,1,40,1,29,5,0,0,1,0,0.8100
4,1,0,0,0,1,40,2,29,5,0,0,1,0,0.8100
4,1,0,0,0,1,40,3,29,5,0,0,1,0,0.8100
4,1,0,0,0,1,40,4,29,5,0,0,1,0,0.8100
4,1,0,0,0,1,40,5,29,5,0,0,1,0,0.8100
4,1,0,0,0,1,40,6,29,5,0,0,1,0,0.8100
4,1,0,0,0,1,40,0,37,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,1,37,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,2,37,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,3,37,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,4,37,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,5,37,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,6,37,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,0,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,1,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,2,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,3,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,4,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,5,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,6,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,0,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,1,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,2,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,3,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,4,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,5,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,6,33,4,0,0,0,0,0.8100
4,1,0,0,0,1,40,0,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,1,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,2,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,3,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,4,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,5,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,6,42,5,0,1,0,0,0.8100
4,1,0,0,0,1,40,0,36,7,1,0,1,0,0.8100
4,1,0,0,0,1,40,1,36,7,1,0,1,0,0.8100
4,1,0,0,0,1,40,2,36,7,1,0,1,0,0.8100
4,1,0,0,0,1,40,3,36,7,1,0,1,0,0.8100
4,1,0,0,0,1,40,4,36,7,1,0,1,0,0.8100
4,1,0,0,0,1,40,5,36,7,1,0,1,0,0.8100
4,1,0,0,0,1,40,6,36,7,1,0,1,0,0.8100
5,1,0,0,0,2,35,0,15,7,1,0,1,0,-0.8100
5,1,0,0,0,2,35,1,15,7,1,0,1,0,-0.8100
5,1,0,0,0,2,35,2,15,7,1,0,1,0,-0.8100
5,1,0,0,0,2,35,3,15,7,1,0,1,0,-0.8100
5,1,0,0,0,2,35,4,15,7,1,0,1,0,-0.8100
5,1,0,0,0,2,35,5,15,7,1,0,1,0,-0.8100
5,1,0,0,0,2,35,6,15,7,1,0,1,0,-0.8100
5,1,0,0,0,2,35,0,19,1,0,0,0,0,-0.8100
5,1,0,0,0,2,35,1,19,1,0,0,0,0,-0.8100
5,1,0,0,0,2,35,2,19,1,0,0,0,0,-0.8100
5,1,0,0,0,2,35,3,19,1,0,0,0,0,-0.8100
5,1,0,0,0,2,35,4,19,1,0,0,0,0,-0.8100
5,1,0,0,0,2,35,5,19,1,0,0,0,0,-0.8100
5,1,0,0,0,2,35,6,19,1,0,0,0,0,-0.8100
5,1,0,0,0,2,35,0,16,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,1,16,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,2,16,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,3,16,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,4,16,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,5,16,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,6,16,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,0,12,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,1,12,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,2,12,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,3,12,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,4,12,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,5,12,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,6,12,5,0,0,0,0,-0.8100
5,1,0,0,0,2,35,0,1,9,1,0,1,0,-0.8100
5,1,0,0,0,2,35,1,1,9,1,0,1,0,-0.8100
5,1,0,0,0,2,35,2,1,9,1,0,1,0,-0.8100
5,1,0,0,0,2,35,3,1,9,1,0,1,0,-0.8100
5,1,0,0,0,2,35,4,1,9,1,0,1,0,-0.8100
5,1,0,0,0,2,35,5,1,9,1,0,1,0,-0.8100
5,1,0,0,0,2,35,6,1,9,1,0,1,0,-0.8100
5,1,0,0,0,2,35,0,10,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,1,10,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,2,10,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,3,10,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,4,10,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,5,10,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,6,10,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,0,9,4,0,0,0,0,-0.8100
5,1,0,0,0,2,35,1,9,4,0,0,0,0,-0.8100
5,1,0,0,0,2,35,2,9,4,0,0,0,0,-0.8100
5,1,0,0,0,2,35,3,9,4,0,0,0,0,-0.8100
5,1,0,0,0,2,35,4,9,4,0,0,0,0,-0.8100
5,1,0,0,0,2,35,5,9,4,0,0,0,0,-0.8100
5,1,0,0,0,2,35,6,9,4,0,0,0,0,-0.8100
5,1,0,0,0,2,35,0,18,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,1,18,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,2,18,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,3,18,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,4,18,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,5,18,2,0,0,0,0,-0.8100
5,1,0,0,0,2,35,6,18,2,0,0,0,0,-0.8100
6,1,0,0,0,2,42,0,33,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,1,33,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,2,33,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,3,33,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,4,33,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,5,33,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,6,33,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,0,37,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,1,37,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,2,37,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,3,37,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,4,37,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,5,37,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,6,37,4,0,0,0,0,-0.8100
6,1,0,0,0,2,42,0,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,1,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,2,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,3,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,4,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,5,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,6,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,0,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,1,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,2,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,3,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,4,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,5,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,6,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,0,36,7,1,0,1,0,-0.8100
6,1,0,0,0,2,42,1,36,7,1,0,1,0,-0.8100
6,1,0,0,0,2,42,2,36,7,1,0,1,0,-0.8100
6,1,0,0,0,2,42,3,36,7,1,0,1,0,-0.8100
6,1,0,0,0,2,42,4,36,7,1,0,1,0,-0.8100
6,1,0,0,0,2,42,5,36,7,1,0,1,0,-0.8100
6,1,0,0,0,2,42,6,36,7,1,0,1,0,-0.8100
6,1,0,0,0,2,42,0,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,1,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,2,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,3,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,4,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,5,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,6,40,1,0,0,0,0,-0.8100
6,1,0,0,0,2,42,0,4,15,1,0,1,0,-0.8100
6,1,0,0,0,2,42,1,4,15,1,0,1,0,-0.8100
6,1,0,0,0,2,42,2,4,15,1,0,1,0,-0.8100
6,1,0,0,0,2,42,3,4,15,1,0,1,0,-0.8100
6,1,0,0,0,2,42,4,4,15,1,0,1,0,-0.8100
6,1,0,0,0,2,42,5,4,15,1,0,1,0,-0.8100
6,1,0,0,0,2,42,6,4,15,1,0,1,0,-0.8100
6,1,0,0,0,2,42,0,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,1,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,2,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,3,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,4,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,5,42,5,0,1,0,0,-0.8100
6,1,0,0,0,2,42,6,42,5,0,1,0,0,-0.8100
7,1,0,0,0,4,48,0,27,10,1,0,1,0,-0.8100
7,1,0,0,0,4,48,1,27,10,1,0,1,0,-0.8100
7,1,0,0,0,4,48,2,27,10,1,0,1,0,-0.8100
7,1,0,0,0,4,48,3,27,10,1,0,1,0,-0.8100
7,1,0,0,0,4,48,4,27,10,1,0,1,0,-0.8100
7,1,0,0,0,4,48,5,27,10,1,0,1,0,-0.8100
7,1,0,0,0,4,48,6,27,10,1,0,1,0,-0.8100
7,1,0,0,0,4,48,0,26,9,1,0,0,0,-0.8100
7,1,0,0,0,4,48,1,26,9,1,0,0,0,-0.8100
7,1,0,0,0,4,48,2,26,9,1,0,0,0,-0.8100
7,1,0,0,0,4,48,3,26,9,1,0,0,0,-0.8100
7,1,0,0,0,4,48,4,26,9,1,0,0,0,-0.8100
7,1,0,0,0,4,48,5,26,9,1,0,0,0,-0.8100
7,1,0,0,0,4,48,6,26,9,1,0,0,0,-0.8100
7,1,0,0,0,4,48,0,33,4,0,0,0,0,-0.8100
7,1,0,0,0,4,48,1,33,4,0,0,0,0,-0.8100
7,1,0,0,0,4,48,2,33,4,0,0,0,0,-0.8100
7,1,0,0,0,4,48,3,33,4,0,0,0,0,-0.8100
7,1,0,0,0,4,48,4,33,4,0,0,0,0,-0.8100
